0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,36,6,0,1,55,0,0,0,0,0,0
0,0,0,0,0,0,0,20,0,2,29,0,19,12,1,0,0,0,0,0
0,0,0,0,0,0,1,1,9,29,55,35,1,7,6,0,0,0,0,0
0,0,0,0,0,0,68,0,13,38,5,36,0,4,5,0,0,0,0,0
0,0,0,0,0,0,17,0,64,81,17,0,0,0,14,0,0,0,0,0
0,0,0,0,0,0,0,0,22,34,79,0,10,72,30,0,0,0,0,0
0,0,0,0,0,0,0,73,11,67,50,0,12,1,0,0,0,0,0,0
0,0,0,0,0,0,0,35,41,46,88,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,60,60,32,168,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,13,0,18,128,35,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,67,17,24,0,16,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,63,43,24,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,2,3,32,9,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,5,61,12,0,0,0,0,0,0,0,0,0
0,0,0,0,1,2,0,0,57,14,22,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
0,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
